filename,label
class2/putih_campuran67.jpg,class2
class7/birutua186.jpg,class7
class6/birulangit11.jpg,class6
class6/birulangit110.jpg,class6
class11/hitam61.jpg,class11
class5/hijaumuda166.jpg,class5
class1/putih34.jpg,class1
class8/coklat133.jpg,class8
class12/merah13.jpg,class12
class8/coklat49.jpg,class8
class11/hitam185.jpg,class11
class9/emas93.jpg,class9
class1/putih170.jpg,class1
class10/hijautua148.jpg,class10
class7/birutua21.jpg,class7
class8/coklat51.jpg,class8
class12/merah159.jpg,class12
class12/merah111.jpg,class12
class10/hijautua114.jpg,class10
class12/merah39.jpg,class12
class8/coklat69.jpg,class8
class1/putih31.jpg,class1
class3/kuning196.jpg,class3
class7/birutua164.jpg,class7
class2/putih_campuran54.jpg,class2
class12/merah75.jpg,class12
class13/orange64.jpg,class13
class9/emas158.jpg,class9
class7/birutua134.jpg,class7
class5/hijaumuda65.jpg,class5
class4/kuning_campuran86.jpg,class4
class1/putih14.jpg,class1
class8/coklat18.jpg,class8
class5/hijaumuda178.jpg,class5
class6/birulangit214.jpg,class6
class12/merah128.jpg,class12
class5/hijaumuda2.jpg,class5
class3/kuning100.jpg,class3
class1/putih100.jpg,class1
class13/orange54.jpg,class13
class9/emas36.jpg,class9
class11/hitam174.jpg,class11
class12/merah60.jpg,class12
class3/kuning128.jpg,class3
class5/hijaumuda99.jpg,class5
class10/hijautua42.jpg,class10
class10/hijautua100.jpg,class10
class6/birulangit171.jpg,class6
class2/putih_campuran72.jpg,class2
class1/putih144.jpg,class1
class9/emas3.jpg,class9
class13/orange9.jpg,class13
class12/merah150.jpg,class12
class9/emas10.jpg,class9
class5/hijaumuda160.jpg,class5
class3/kuning139.jpg,class3
class13/orange1.jpg,class13
class2/putih_campuran219.jpg,class2
class13/orange151.jpg,class13
class11/hitam62.jpg,class11
class10/hijautua74.jpg,class10
class13/orange94.jpg,class13
class8/coklat181.jpg,class8
class13/orange10.jpg,class13
class7/birutua14.jpg,class7
class12/merah132.jpg,class12
class2/putih_campuran87.jpg,class2
class9/emas18.jpg,class9
class6/birulangit59.jpg,class6
class6/birulangit154.jpg,class6
class12/merah6.jpg,class12
class12/merah139.jpg,class12
class2/putih_campuran244.jpg,class2
class4/kuning_campuran5.jpg,class4
class12/merah181.jpg,class12
class11/hitam135.jpg,class11
class3/kuning186.jpg,class3
class5/hijaumuda228.jpg,class5
class13/orange196.jpg,class13
class9/emas86.jpg,class9
class13/orange45.jpg,class13
class5/hijaumuda159.jpg,class5
class10/hijautua123.jpg,class10
class12/merah34.jpg,class12
class12/merah87.jpg,class12
class7/birutua81.jpg,class7
class9/emas107.jpg,class9
class11/hitam38.jpg,class11
class4/kuning_campuran40.jpg,class4
class5/hijaumuda29.jpg,class5
class11/hitam94.jpg,class11
class12/merah116.jpg,class12
class6/birulangit46.jpg,class6
class5/hijaumuda53.jpg,class5
class13/orange27.jpg,class13
class5/hijaumuda188.jpg,class5
class10/hijautua165.jpg,class10
class2/putih_campuran11.jpg,class2
class10/hijautua15.jpg,class10
class3/kuning18.jpg,class3
class3/kuning6.jpg,class3
class3/kuning86.jpg,class3
class11/hitam164.jpg,class11
class8/coklat29.jpg,class8
class9/emas114.jpg,class9
class9/emas31.jpg,class9
class3/kuning89.jpg,class3
class1/putih177.jpg,class1
class6/birulangit223.jpg,class6
class9/emas106.jpg,class9
class4/kuning_campuran193.jpg,class4
class11/hitam57.jpg,class11
class12/merah112.jpg,class12
class13/orange95.jpg,class13
class9/emas134.jpg,class9
class11/hitam194.jpg,class11
class4/kuning_campuran199.jpg,class4
class4/kuning_campuran32.jpg,class4
class10/hijautua166.jpg,class10
class3/kuning195.jpg,class3
class7/birutua39.jpg,class7
class4/kuning_campuran81.jpg,class4
class4/kuning_campuran98.jpg,class4
class9/emas118.jpg,class9
class6/birulangit133.jpg,class6
class9/emas110.jpg,class9
class7/birutua117.jpg,class7
class6/birulangit36.jpg,class6
class6/birulangit6.jpg,class6
class1/putih55.jpg,class1
class6/birulangit136.jpg,class6
class12/merah84.jpg,class12
class3/kuning115.jpg,class3
class8/coklat86.jpg,class8
class6/birulangit140.jpg,class6
class5/hijaumuda145.jpg,class5
class3/kuning84.jpg,class3
class2/putih_campuran217.jpg,class2
class10/hijautua181.jpg,class10
class12/merah46.jpg,class12
class4/kuning_campuran21.jpg,class4
class12/merah193.jpg,class12
class5/hijaumuda31.jpg,class5
class3/kuning49.jpg,class3
class7/birutua149.jpg,class7
class6/birulangit66.jpg,class6
class6/birulangit188.jpg,class6
class8/coklat168.jpg,class8
class10/hijautua194.jpg,class10
class3/kuning143.jpg,class3
class5/hijaumuda47.jpg,class5
class2/putih_campuran107.jpg,class2
class3/kuning135.jpg,class3
class2/putih_campuran132.jpg,class2
class3/kuning141.jpg,class3
class6/birulangit163.jpg,class6
class10/hijautua77.jpg,class10
class2/putih_campuran60.jpg,class2
class10/hijautua147.jpg,class10
class7/birutua9.jpg,class7
class10/hijautua170.jpg,class10
class4/kuning_campuran47.jpg,class4
class2/putih_campuran193.jpg,class2
class11/hitam124.jpg,class11
class5/hijaumuda13.jpg,class5
class10/hijautua146.jpg,class10
class13/orange81.jpg,class13
class5/hijaumuda127.jpg,class5
class12/merah9.jpg,class12
class13/orange204.jpg,class13
class6/birulangit26.jpg,class6
class1/putih78.jpg,class1
class11/hitam109.jpg,class11
class12/merah114.jpg,class12
class4/kuning_campuran6.jpg,class4
class12/merah134.jpg,class12
class5/hijaumuda155.jpg,class5
class12/merah160.jpg,class12
class10/hijautua98.jpg,class10
class4/kuning_campuran144.jpg,class4
class8/coklat25.jpg,class8
class7/birutua180.jpg,class7
class5/hijaumuda202.jpg,class5
class7/birutua174.jpg,class7
class4/kuning_campuran131.jpg,class4
class2/putih_campuran118.jpg,class2
class8/coklat105.jpg,class8
class4/kuning_campuran119.jpg,class4
class7/birutua29.jpg,class7
class12/merah171.jpg,class12
class10/hijautua82.jpg,class10
class7/birutua148.jpg,class7
class10/hijautua23.jpg,class10
class1/putih198.jpg,class1
class11/hitam192.jpg,class11
class3/kuning27.jpg,class3
class9/emas40.jpg,class9
class3/kuning181.jpg,class3
class2/putih_campuran137.jpg,class2
class8/coklat122.jpg,class8
class1/putih30.jpg,class1
class7/birutua16.jpg,class7
class11/hitam142.jpg,class11
class5/hijaumuda139.jpg,class5
class6/birulangit192.jpg,class6
class4/kuning_campuran112.jpg,class4
class10/hijautua222.jpg,class10
class11/hitam201.jpg,class11
class1/putih122.jpg,class1
class11/hitam158.jpg,class11
class9/emas184.jpg,class9
class12/merah80.jpg,class12
class13/orange193.jpg,class13
class13/orange161.jpg,class13
class7/birutua119.jpg,class7
class5/hijaumuda147.jpg,class5
class12/merah66.jpg,class12
class9/emas74.jpg,class9
class1/putih162.jpg,class1
class2/putih_campuran58.jpg,class2
class6/birulangit202.jpg,class6
class3/kuning174.jpg,class3
class11/hitam28.jpg,class11
class10/hijautua137.jpg,class10
class2/putih_campuran34.jpg,class2
class7/birutua197.jpg,class7
class11/hitam40.jpg,class11
class11/hitam165.jpg,class11
class5/hijaumuda21.jpg,class5
class1/putih167.jpg,class1
class6/birulangit213.jpg,class6
class3/kuning34.jpg,class3
class5/hijaumuda217.jpg,class5
class7/birutua140.jpg,class7
class12/merah67.jpg,class12
class10/hijautua116.jpg,class10
class6/birulangit81.jpg,class6
class9/emas73.jpg,class9
class9/emas189.jpg,class9
class3/kuning13.jpg,class3
class10/hijautua97.jpg,class10
class7/birutua44.jpg,class7
class7/birutua40.jpg,class7
class13/orange110.jpg,class13
class7/birutua160.jpg,class7
class4/kuning_campuran57.jpg,class4
class2/putih_campuran96.jpg,class2
class8/coklat80.jpg,class8
class2/putih_campuran174.jpg,class2
class8/coklat117.jpg,class8
class2/putih_campuran116.jpg,class2
class7/birutua64.jpg,class7
class9/emas76.jpg,class9
class13/orange51.jpg,class13
class8/coklat85.jpg,class8
class12/merah14.jpg,class12
